index,exposed,active_mean,recovered_mean,deceased_mean,confirmed_mean,hospitalized_mean,active_min,active_max,hospitalized_min,hospitalized_max,recovered_min,recovered_max,deceased_min,deceased_max,confirmed_min,confirmed_max
6/2/20,12.0943471676,29.6550333136,224.177812707,5.9842126595,259.8170586802,7.7103086615,29.2500209664,30.0600456608,7.6050054513,7.8156118718,221.1161138326,227.2395115815,5.9024835315,6.0659417876,256.2686183304,263.3654990299
6/3/20,11.6345458994,28.5230318534,227.592454066,6.0753632502,262.1908491697,7.4159882819,28.1334797676,28.9125839392,7.3147047396,7.5172718242,224.4841198735,230.7007882586,5.9923892369,6.1583372636,258.609988878,265.7717094613
6/4/20,11.1942828491,27.4316384813,230.8780725446,6.1630696983,264.4727807242,7.1322260051,27.0569920538,27.8062849088,7.034817934,7.2296340763,227.7248651584,234.0312799307,6.0788978379,6.2472415587,260.8607550501,268.0848063983
6/5/20,10.7709473097,26.3816394618,234.0385818924,6.2474364776,266.6676578318,6.8592262601,26.0213333509,26.7419455727,6.7655466712,6.9529058489,230.8422099852,237.2349537996,6.1621123815,6.3327605737,263.0256557177,270.309659946
6/6/20,10.3631810485,25.372379537,237.0783013888,6.3285788872,268.7792598129,6.5968186796,25.0258573503,25.7189017237,6.5067229111,6.6869144482,233.8404146427,240.3161881348,6.2421465921,6.4150111822,265.1084185851,272.4501010407
6/7/20,9.9699083153,24.4029257943,240.001539952,6.4066119494,270.8110776957,6.3447607065,24.0696438806,24.7362077081,6.2581074089,6.4314140041,236.7237292005,243.2793507035,6.3191139212,6.4941099777,267.1124870022,274.5096683892
6/8/20,9.5903358422,23.472067667,242.8125961395,6.4816504103,272.7663142168,6.1027375934,23.1514989083,23.7926364258,6.0193897162,6.1860854707,239.4963935085,246.1287987704,6.3931275475,6.5701732731,269.0410199642,276.4916084693
6/9/20,9.2239528439,22.5783169339,245.5157581478,6.5538087391,274.6478838207,5.8703624028,22.2699545375,22.8866793302,5.7901881797,5.9505366259,242.1626371975,248.8688790981,6.4643003769,6.6433171012,270.8968921119,278.3988755295
6/10/20,8.8705310175,21.719907719200002,248.1153038125,6.6232011285,276.4584126602,5.647176007,21.4232690099,22.0165464285,5.5700499426,5.7243020714,244.7266796786,251.5039279464,6.5327450428,6.7136572142,272.6826937313,280.234131589
6/11/20,8.5301245424,20.894796493,250.6155006085,6.6899414947,278.2002385961,5.4326470882,20.6094267049,21.1801662811,5.3584509433,5.5068432331,247.1927301439,254.038271073,6.5985739053,6.7813090841,274.4007307541,281.9997464381
6/12/20,8.2030700805,20.1006620708,253.0206056495,6.7541434772999995,279.8754111976,5.2261721384,19.8261381396,20.375186002,5.1547959163,5.2975483605,249.5649875659,256.4762237331,6.6618990521,6.8463879025,276.0530247576,283.6977976376
6/13/20,7.8899867763,19.3349056138,255.3348656886,6.8159204393,281.4856917417,5.0270754596,19.0708399686,19.598971259,4.9584183918,5.0957325273,251.8476406976,258.8220906795,6.7228322979,6.9090085808,277.6413129641,285.3300705193
6/14/20,7.5904691741,18.5962797294,257.5618263446,6.8753670277,283.0334731017,4.8350327296,18.3423018356,18.8502576232,4.7689984772,4.901066982,254.0441867339,261.0794659553,6.781466997,6.9692670584,279.1679555665,286.8989906369
6/15/20,7.3023242128,17.8858517172,259.703902561,6.932547707,284.5223019852,4.6503214465,17.6415764635,18.1301269709,4.5868098805,4.7138330124,256.1570076361,263.2507974859,6.8378667336,7.0272286803,280.6364508332,288.4081531371
6/16/20,7.0249119625,17.202821476,261.7641834291,6.9875449375,285.9545498426,4.4727335838,16.9678746785,17.4377682734,4.4116474164,4.5338197511,258.1891503066,265.3392165517,6.8921128419,7.0829770332,282.049137827,289.8599618583
6/17/20,6.7577201633,16.5462818789,263.7457137543,7.0404399975,287.3324356308,4.3020332885,16.3203017429,16.7722620149,4.2432784531,4.3607881239,260.1436179662,267.3478095424,6.9442854899,7.1365945052,283.408205199,291.2566660626
6/18/20,6.5003307265,15.9152604026,265.6514766138,7.0913125174,288.6580495339,4.1379677047,15.6978984154,16.1326223899,4.081453588,4.1944818214,262.0233529511,269.2796002766,6.9944632205,7.1881618144,284.715714587,292.6003844808
6/19/20,6.2524197346,15.3087191275,267.4843933568,7.1402404798,289.933352964,3.9802669731,15.0996409517,15.5177973032,3.9259066474,4.0346272988,263.8312367122,271.1375500015,7.0427229512,7.2377580083,285.9736006152,293.8931053129
6/20/20,6.0137574416,14.7255547371,269.2473236046,7.1873002194,291.1601785611,3.8286442317000002,14.5244411041,14.9266683702,3.7763546871,3.8809337763,265.5700898156,272.9245573936,7.0891399745,7.2854604643,287.1836708942,295.1366862281
6/21/20,5.7842082729,14.164598519,270.9430652501,7.2325664235,292.3402301927,3.682795615,13.9711461215,14.3580509166,3.6324979916,3.7330932383,267.2426719423,274.643458558,7.1337879574,7.3313448896,288.3476060212,296.3328543642
