index,exposed,active_mean,recovered_mean,deceased_mean,confirmed_mean,hospitalized_mean,active_min,active_max,hospitalized_min,hospitalized_max,recovered_min,recovered_max,deceased_min,deceased_max,confirmed_min,confirmed_max
6/7/20,1676.0927819134,1653.1835328693,24105.8298807941,643.4821118076,26402.495525471,429.827718546,1625.708269464,1680.6587962746,422.6841500606,436.9712870314,23705.2004210819,24506.4593405062,632.7876909118,654.1765327034,25963.6963814578,26841.2946694842
6/8/20,1624.9820238418,1604.304908973,24475.1043544756,653.3395412899,26732.7488047385,417.119276333,1577.64198917,1630.967828776,410.1869171842,424.0516354817,24068.3376975125,24881.8710114387,642.4812937734,664.1977888064,26288.460980456,27177.036629021
6/9/20,1575.0125153255,1557.3599875477,24833.0113736814,662.8935274289,27053.2648886579,404.9135967624,1531.4772739687,1583.2427011267,398.1840912319,411.6431022929,24420.2964421125,25245.7263052503,651.8764964014,673.9105584564,26603.6502124826,27502.8795648333
6/10/20,1526.5200409697,1511.8538055215,25180.1397999632,672.1597893214,27364.1533948061,393.0819894356,1486.7273868806,1536.9802241623,386.549120589,399.6148582822,24761.6557297852,25598.6238701413,660.9887566472,683.3308219956,26909.3718733131,27818.9349162992
6/11/20,1480.0237602013,1467.0779331322,25517.1895378933,681.1570102518,27665.4244812773,381.4402626144,1442.6956719691,1491.4601942953,375.100874712,387.7796505168,25093.1038329625,25941.2752428241,669.8364472865,692.4775732171,27205.6359522182,28125.2130103365
6/12/20,1436.0675506922,1422.2977156982,25844.8659645269,689.904019587,27957.0676998121,369.7974060815,1398.6596842258,1445.9357471706,363.6515178987,375.9432942643,25415.3344056093,26274.3975234446,678.4380847493,701.3699544246,27492.4321745845,28421.7032250397
6/13/20,1393.8837198727,1378.3295591608,26162.9899699653,698.3960361592,28239.7155652854,358.3656853818,1355.4222612448,1401.2368570768,352.4097879237,364.32158284,25728.1713145632,26597.8086253675,686.7889673292,710.0031049893,27770.3825431372,28709.0485874336
6/14/20,1352.7861134334,1335.8966454478,26471.4256533955,706.6294322262,28513.9517310695,347.3331278164,1313.6945659532,1358.0987249424,341.5605871478,353.105668485,26031.4809176294,26911.3703891617,694.8855275753,718.373336877,28040.0610111579,28987.8424509811
6/15/20,1312.4298764911,1295.3217125913,26770.2554638016,714.6064086846,28780.1835850775,336.7836452737,1273.7939726033,1316.8494525793,331.1864328769,342.3808576706,26325.3442935223,27215.1666340809,702.7299298065,726.4828875627,28301.8681959321,29258.498974223
6/16/20,1272.6956937805,1256.6636262491,27059.703327185,722.3329430255,29038.6998964596,326.7325428248,1235.7783685287,1277.5488839695,321.3023758175,332.1627098321,26609.9816466808,27509.4250076893,710.3280521701,734.3378338808,28556.0880673796,29521.3117255396
6/17/20,1233.6897896544,1219.7173797041,27340.1346465651,729.8187893334,29289.6708156026,317.1265187231,1199.4461541438,1239.9886052644,311.8560000774,322.3970373688,26885.752307269,27794.5169858612,717.6894866417,741.948092025,28802.8879480544,29776.4536831507
6/18/20,1195.7439280837,1184.0140938646,27612.0563019786,737.0774782869,29533.1478741301,307.8436644048,1164.3362429438,1203.6919447854,302.7274231654,312.9599056442,27153.1547311757,28070.9578727814,724.8275390252,749.3274175486,29042.3185131448,30023.9772351154
6/19/20,1159.4154126573,1148.8210172644,27876.1166504797,744.1263171586,29769.0639849027,298.6934644887,1129.7280615052,1167.9139730236,293.7292959914,303.6576329861,27412.8265000149,28339.4068009446,731.7592289532,756.493405364,29274.3137904732,30263.8141793322
6/20/20,1124.9375873694,1113.7901320709,28132.7396168581,750.9766222159,29997.5063711449,289.5854343384,1095.2793759156,1132.3008882262,284.7726377381,294.3982309388,27665.1844931117,28600.2947406044,738.4956846211,763.4575598108,29498.9595536484,30496.0531886414
6/21/20,1091.3984193094,1079.9276036317,28381.5781644698,757.619129647,30219.1248977486,280.7811769443,1061.9796294483,1097.8755778152,276.1147036566,285.447650232,27909.8874414357,28853.2688875039,745.027796178,770.2104631161,29716.8948670619,30721.3549284352
